Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,sales_lag_1,sales_lag_2,rolling_mean_3,sales_pct_change
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,1492418.14,1422711.6,1487067.9733333334,0.03595241746391542
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,1546074.18,1492418.14,1495810.4133333333,-0.06282703718653393
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,1448938.92,1546074.18,1460026.0999999999,-0.044083100480177606
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,1385065.2,1448938.92,1401996.906666667,-0.009442587973475858
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,1371986.6,1385065.2,1454181.1933333334,0.17019494213719
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,1605491.78,1371986.6,1495238.7133333336,-0.06057584424381168
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,1508237.76,1605491.78,1542270.01,0.0032108531747674363
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,1513080.49,1508237.76,1490153.7233333334,-0.04225655569717912
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,1449142.92,1513080.49,1500795.6466666665,0.0628099608008299
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,1540163.53,1449142.92,1498922.38,-0.021233355655421948
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,1507460.69,1540163.53,1492667.63,-0.051133684952010316
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,1430378.67,1507460.69,1429876.7966666666,-0.05494184277789871
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,1351791.03,1430378.67,1411833.0666666667,0.07511402853442517
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,1453329.5,1351791.03,1437786.82,0.03778250561899421
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,1508239.93,1453329.5,1473659.5099999998,-0.03237603582077275
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,1459409.1,1508239.93,1437701.0099999998,-0.0780830405949916
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,1345454.0,1459409.1,1396357.4400000002,0.028804567082932664
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,1384209.22,1345454.0,1427107.5,0.12097164039985242
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,1551659.28,1384209.22,1476782.6633333333,-0.036850738262590776
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,1494479.49,1551659.28,1509974.3166666667,-0.0071565451861772544
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,1483784.18,1494479.49,1644629.26,0.31799768211573753
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,1955624.11,1483784.18,1662480.6900000002,-0.2084195668870129
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,1548033.78,1955624.11,1728757.3833333335,0.08693639747318693
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,1682614.26,1548033.78,1707227.6566666665,0.12386717202788944
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,1891034.93,1682614.26,1987199.7966666669,0.26277424182746345
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2387950.2,1891034.93,1882101.7133333336,-0.4274084903445642
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,1367320.01,2387950.2,1733334.1633333333,0.05661605873814435
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,1444732.28,1367320.01,1401022.0833333333,-0.03718219682888246
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,1391013.96,1444732.28,1387717.22,-0.0457281823397373
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,1327405.42,1391013.96,1345106.23,-0.00791477105766214
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,1316899.31,1327405.42,1416978.1033333335,0.22000943261182204
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,1606629.58,1316899.31,1524381.2733333334,0.02675498480489802
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,1649614.93,1606629.58,1647695.7633333334,0.022567600064095084
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,1686842.78,1649614.93,1597752.6633333333,-0.13637459443612165
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,1456800.28,1686842.78,1593302.156666667,0.12318993376360399
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,1636263.41,1456800.28,1548751.7733333334,-0.05076919736291119
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,1553191.63,1636263.41,1588757.7,0.015211535745914384
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,1576818.06,1553191.63,1557037.3566666667,-0.022650476238203487
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,1541102.38,1576818.06,1537661.7299999997,-0.029873180781149644
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,1495064.75,1541102.38,1550142.1600000001,0.07972537644272615
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,1614259.35,1495064.75,1556404.3666666665,-0.03368129786579843
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,1559889.0,1614259.35,1579656.0533333335,0.003161000558373095
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,1564819.81,1559889.0,1526599.8333333333,-0.07012252739821856
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,1455090.69,1564819.81,1549767.26,0.11978675363526659
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,1629391.28,1455090.69,1563085.8499999999,-0.015107298229802724
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,1604775.58,1629391.28,1554128.3766666667,-0.11001993811496058
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,1428218.27,1604775.58,1499680.173333333,0.026486427736287066
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,1466046.67,1428218.27,1509781.1166666665,0.11529765283665894
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,1635078.41,1466046.67,1563357.8,-0.02821276931911776
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,1588948.32,1635078.41,1585380.53,-0.03576797261725917
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,1532114.86,1588948.32,1519964.4433333334,-0.060886237993932224
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,1438830.15,1532114.86,1486494.3666666665,0.034547468997643715
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,1488538.09,1438830.15,1487405.96,0.031112102747736792
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,1534849.64,1488538.09,1492835.9000000001,-0.05194624145724136
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,1455119.97,1534849.64,1462298.8099999998,-0.03999199461196312
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,1396926.82,1455119.97,1401422.1933333334,-0.032003845412603704
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,1352219.79,1396926.82,1457843.4533333334,0.2012719840463213
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,1624383.75,1352219.79,1500583.5433333332,-0.06109188176747027
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,1525147.09,1624383.75,1560097.423333333,0.0036811793674274007
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,1530761.43,1525147.09,1506867.326666667,-0.04316020034552348
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,1464693.46,1530761.43,1515228.0366666669,0.05839840371786731
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,1550229.22,1464693.46,1518464.64,-0.006294540106784985
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,1540471.24,1550229.22,1534986.7466666668,-0.017015221913523004
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,1514259.78,1540471.24,1478250.43,-0.08865025127986959
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,1380020.27,1514259.78,1429613.96,0.010537207544060179
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,1394561.83,1380020.27,1468524.0166666666,0.16953577454504098
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,1630989.95,1394561.83,1506359.2366666666,-0.08428256716112814
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,1493525.93,1630989.95,1542359.5533333335,0.006050681691211146
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,1502562.78,1493525.93,1480445.9333333333,-0.038143956953332725
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,1445249.09,1502562.78,1548347.1500000001,0.17435090721973734
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,1697229.58,1445249.09,1579139.1866666668,-0.06026921237137539
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,1594938.89,1697229.58,1610550.7233333334,-0.03476947634025018
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,1539483.7,1594938.89,1722581.0833333333,0.3207808955690794
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2033320.66,1539483.7,1718962.7699999998,-0.2209374639413736
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,1584083.95,2033320.66,1805695.663333333,0.13610290666728875
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,1799682.38,1584083.95,1754981.0,0.04528259592117578
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,1881176.67,1799682.38,1983682.68,0.20679201810428594
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2270188.99,1881176.67,1882942.7933333332,-0.34037970997295697
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1497462.72,2270188.99,1772673.8766666667,0.035331230149088455
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1550369.92,1497462.72,1502477.9366666665,-0.05854651127390298
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1459601.17,1550369.92,1468121.6433333333,-0.0446747586534203
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1394393.84,1459601.17,1391106.866666667,-0.05383575848269673
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,1319325.59,1394393.84,1450019.6933333334,0.2402849322432985
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,1636339.65,1319325.59,1586047.5566666666,0.10153013159584567
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,1802477.43,1636339.65,1752895.6933333334,0.009649258132458316
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,1819870.0,1802477.43,1720578.42,-0.15412209113837794
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,1539387.83,1819870.0,1682559.53,0.09681311434039341
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,1688420.76,1539387.83,1634413.25,-0.007693342979270268
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,1675431.16,1688420.76,1680441.5666666667,0.0012185639426689487
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,1677472.78,1675431.16,1621324.0033333332,-0.09919964841396711
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,1511068.07,1677472.78,1612715.1600000001,0.09168121724655309
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,1649604.63,1511068.07,1686783.1933333334,0.15159526437556137
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,1899676.88,1649604.63,1723437.7366666666,-0.1466803028102337
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,1621031.7,1899676.88,1680762.1500000001,-0.061352180836438786
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,1521577.87,1621031.7,1537179.3133333335,-0.0346019096610547
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,1468928.37,1521577.87,1558342.076666667,0.14676795982910984
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,1684519.99,1468928.37,1588181.47,-0.043587455438863554
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,1611096.05,1684519.99,1630505.97,-0.00943095850802933
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,1595901.87,1611096.05,1587480.8233333335,-0.025350756685309284
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,1555444.55,1595901.87,1591941.3333333333,0.04438154352721857
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,1624477.58,1555444.55,1625717.6966666665,0.04478570889233202
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,1697230.96,1624477.58,1650771.8466666667,-0.0392545042897402
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,1630607.0,1697230.96,1618561.2566666666,-0.06302020658564567
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,1527845.81,1630607.0,1566291.4333333333,0.008230987654441302
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,1540421.49,1527845.81,1612707.1533333333,0.14894148873500845
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,1769854.16,1540421.49,1612429.8966666665,-0.13720911332038788
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,1527014.04,1769854.16,1598274.32,-0.019030132820520795
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,1497954.76,1527014.04,1488030.8366666667,-0.03927425017828978
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,1439123.71,1497954.76,1522738.0866666667,0.13342291469855638
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,1631135.79,1439123.71,1554223.156666667,-0.023741628524992398
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,1592409.97,1631135.79,1607137.9366666668,0.003427559549881609
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,1597868.05,1592409.97,1561466.8,-0.06492755769163805
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,1494122.38,1597868.05,1558024.61,0.05887136233110968
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,1582083.4,1494122.38,1579324.37,0.05036645350049196
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,1661767.33,1582083.4,1587093.2000000002,-0.0868584051414707
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,1517428.87,1661767.33,1561774.0866666667,-0.007448658862013069
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,1506126.06,1517428.87,1486871.3966666665,-0.045857250488050116
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,1437059.26,1506126.06,1537990.43,0.16264236034358115
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,1670785.97,1437059.26,1560306.0133333334,-0.05848334960581447
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,1573072.81,1670785.97,1583975.8499999999,-0.041322969659618014
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,1508068.77,1573072.81,1524933.7733333334,-0.00955462395789819
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2137809.5,2136989.46,2133083.5,-0.00624843326779112
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2124451.54,2137809.5,2042452.7700000003,-0.12208057708861653
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,1865097.27,2124451.54,1993520.6466666665,0.06751168532888352
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,1991013.13,1865097.27,1948864.7266666666,-0.00026586966807184975
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,1990483.78,1991013.13,1975855.93,-0.0223126158807484
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,1946070.88,1990483.78,1895584.1566666665,-0.10065053231771282
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,1750197.81,1946070.88,1920818.8033333335,0.18054525505319874
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2066187.72,1750197.81,1923691.58,-0.05396339786590154
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,1954689.21,2066187.72,1965278.29,-0.040789742733577605
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,1874957.94,1954689.21,1883879.36,-0.028249705697398264
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,1821990.93,1874957.94,1833133.0533333335,-0.010724883246262862
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,1802450.29,1821990.93,1889007.6433333333,0.1332249889676569
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2042581.71,1802450.29,1908594.7866666669,-0.07922784641011982
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,1880752.36,2042581.71,1940090.39,0.008605460423295686
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,1896937.1,1880752.36,1911601.116666667,0.03172313409864769
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,1957113.89,1896937.1,1985530.3066666666,0.0743063757010074
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2102539.93,1957113.89,2028397.5266666666,-0.03662292872601958
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2025538.76,2102539.93,2043238.55,-0.01180021852556401
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2001636.96,2025538.76,1989034.2699999998,-0.030829701505911355
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,1939927.09,2001636.96,1981834.8966666665,0.032997915401036915
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2003940.64,1939927.09,1941590.1166666665,-0.06139803622127238
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,1880902.62,2003940.64,1910241.0166666666,-0.018620225006651392
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,1845879.79,1880902.62,1836166.7066666668,-0.034759619964201516
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,1781717.71,1845879.79,1810614.5533333335,0.012644230830483272
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,1804246.16,1781717.71,1859291.2833333332,0.10401231503798791
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,1991909.98,1804246.16,1897252.3966666665,-0.048350041400967325
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,1895601.05,1991909.98,1950615.42,0.036259834314820605
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,1964335.23,1895601.05,1907925.5899999999,-0.05115966891252055
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,1863840.49,1964335.23,1910927.9366666665,0.021872901795367827
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,1904608.09,1863840.49,1869192.4699999997,-0.03437938773010252
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,1839128.83,1904608.09,1845880.173333333,-0.02459057204818005
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,1793903.6,1839128.83,1785863.2166666668,-0.03865669258927851
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,1724557.22,1793903.6,1781967.0833333333,0.05965775377403837
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,1827440.43,1724557.22,1800639.6966666663,0.01230191125846991
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,1849921.44,1827440.43,1823905.7866666664,-0.030036924162574197
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,1794355.49,1849921.44,1794074.8566666665,-0.03143627353351264
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,1737947.64,1794355.49,1778352.7466666664,0.037289656206213495
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,1802755.11,1737947.64,1826588.053333333,0.07560999230782928
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,1939061.41,1802755.11,1886209.7533333332,-0.011473937795502764
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,1916812.74,1939061.41,1937537.7733333332,0.020829593400970348
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,1956739.17,1916812.74,2177425.733333333,0.3587530370744303
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2658725.29,1956739.17,2210415.2433333327,-0.24182416378940752
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2015781.27,2658725.29,2351077.703333333,0.1800519160494034
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2378726.55,2015781.27,2334558.19,0.09687544791560865
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2609166.75,2378726.55,2807966.9933333336,0.31689846193233917
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,3436007.68,2609166.75,2598536.3266666667,-0.4905615141116332
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,1750434.55,3436007.68,2314831.0066666664,0.004351056713317369
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,1758050.79,1750434.55,1750892.9733333334,-0.007882144292315929
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,1744193.58,1758050.79,1751209.7566666666,0.004123005658580592
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,1751384.9,1744193.58,1730316.72,-0.03198224445123399
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,1695371.68,1751384.9,1792034.2699999998,0.13800782020848668
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,1929346.23,1695371.68,1930919.8399999999,0.1237182711368503
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2168041.61,1929346.23,2059424.2199999997,-0.040200699838044085
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2080884.82,2168041.61,2027479.17,-0.1188791122038172
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,1833511.08,2080884.82,1965334.5599999998,0.08077218709799117
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,1981607.78,1833511.08,1898075.39,-0.05172591217824141
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,1879107.31,1981607.78,1921090.9166666663,0.012479516137904767
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,1902557.66,1879107.31,1849275.673333333,-0.07169065772229988
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,1766162.05,1902557.66,1822963.6899999997,0.01925605297656574
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,1800171.36,1766162.05,1804628.673333333,0.026320410963542873
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,1847552.61,1800171.36,1834730.6033333333,0.004825426865652238
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,1856467.84,1847552.61,1863453.3499999999,0.0160906423242968
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,1886339.6,1856467.84,1829450.9066666665,-0.07463890383258664
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,1745545.28,1886339.6,1823209.4933333334,0.05281920844814758
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,1837743.6,1745545.28,1807267.3166666664,0.00041870367552898635
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,1838513.07,1837743.6,1788179.5099999998,-0.08171343051697744
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,1688281.86,1838513.07,1774842.4966666668,0.06482963691856525
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,1797732.56,1688281.86,1806590.2099999997,0.07566400755404912
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,1933756.21,1797732.56,1886880.6433333333,-0.0023803672749420635
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,1929153.16,1933756.21,1938893.7866666664,0.012761469908382006
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,1953771.99,1929153.16,1891283.6499999997,-0.0833496389719457
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,1790925.8,1953771.99,1870313.5966666664,0.042054896970047606
